text,label
negro cabrón me estas destrozando el coño joder,0
marinovic es harto bruta esta mujer,0
"Al asignar a mujeres funciones ejecutivas e incluir sus necesidades y realidades en políticas y soluciones relacionadas con la migración y la crisis de las personas refugiadas, éstas ganan en sostenibilidad y sensibilidad​ ​#DíadelasPersonasRefugiadas @ACNUREcuador @ACNURamericas https://t.co/SUquX1QV9a",0
el régimen franquista condena a los 12 raperos de ‘la insurgencia’ a más de dos años de cárcel por cantar,0
claudio orrego dc gobernador electo de la región metropolitana esta elección demuestra que se puede hacer buena política y llegar al corazón de las y los chilenos,0
vengo a descargarme sobre grey s anatomy por la conchetumadre que odio a arizona weona insoportable,0
es tt por el subnormal de madrizeta twitter cada vez más en la mierda,0
qué cara dura la declaración de gnecco se pasa primer enunciado condenando violencia hacia la mujer y acto seguido acusa condena sin siquiera tener “los antecedentes” ni debido proceso ¿qué se cree tienes toda mi solidaridad compañera lamento que el medio ni pío ante esto,0
jajajajajajajajajajaja jódete mamón,0
creía que es católico será que le gusta disimular o que le pueden los complejos,0
nada de cuando los chinos eran los villanos en para hollywood el laberinto rojo paramount 19 50h hoy ya no se rodaría trump sí,0
historia con buen final para todos 👩🏻‍🔬🧪💉 emigrante húngara en usa que acaba yendo a trabajar en alemania en una empresa fundada por un inmigrante turco los emigrantes,0
Doble fracaso de Rajoy: mayoría absoluta independentista y victoria de Ciudadanos vía…,0
que es aweonao el toby xd,0
Verdades Venezolanas 🇻🇪 https://t.co/TyS35aOJNr,0
el lichi culpable de la muerte de cientos de niños en india,0
"🗣️""Si los latinos - le dijo la toxicomana . quieren tema ya sabes que tema👉 🔫 tu les metes los venenos .Señalando a la gorda andaluza . Le dice ella ; Eso latinos no son peligrosos. 

Pero yo soy gitano y mi raza . por eso .

#Navarra #Pamplona #Tudela",0
"@dani_unicorn1 @Pabloquinterove Imaginate no tener derecho a la identidad en tu país, imaginate no tenerlo en otro país distinto al tuyo.
Eso es lo que ha hecho el chavismo, negarnos el derecho a la identidad, estes donde estes, es una maldición ser venezolano, eres una paria.",0
de pequeñas no nos llevabamos y ahora miranos 😂 me meo contigo y eres muy importante para mi guiriiii te amo 💖💖,0
en ccs jal ufff no gracias si quiere ayudar no le de material a los weones,0
El Ayuntamiento de Lorca informa del incremento de los niveles de las partículas PM10 por las altas temperaturas y la intrusión de aire sahariano https://t.co/90KwGO10na a través de @cosasdelorca,0
¿desde cuando es ser facha el no apoyar a los que defendían a capa y espada el canon de la sgae y luego viven en miami,0
@uhCaribe @AVAuniverse111 Chama la arepita tambien esta en deviant y todos tus flyers 😉,0
cap jajajaja par de anormales se la creen solo ustedes boluditos los argentinitos y pensar q llevo sangre argentina menos mal no soy pelotuda como varios de ustedes pobres weones uuuuffff 🤦🏻‍♀️,0
santiaguinos qliaos dejen de venir a la v btw,0
rojo no estás entendiendo parece reitero mala comprensión lectora en algún momento he dicho que la conciencia de clase no es importante no danilo fue quien dijo que la perspectiva de género no era necesaria y tú también eso es falso y bordea lo ridículo e ignorante,0
aunque hubiera ido a votar más gente ¿creen que ganaría la estúpida e ignorante de la karina oliva una tipa que mezcla el patriarcado y un misil de tonteras con un tema tan grave como el narcotráfico sin contar otras ridiculeces que hablaba en público,0
recuerdo que les hicieron un océano negro las muy muy en save me y también recuerdo que deje la pura caga en twiter y me pelie con conocidas por esa misma wea xd,0
lo de la vif igual es grave pero lo de pablo maltés creo que es un pelo de la cola onda prefiero ese apoyo que el de los fachos recalcitrantes,0
ya pero el penal culiao estupido que hizo maripan literal estaba solo el 9 y se sabe que se cobran esas weas hoy 😤🤬,0
las peluquerías y centros de estética si son importantes primero que nada porque son el sustento de miles de chilenos que viven de aquello lo podrán entender,0
"Mónica García se cubre de ridículo: acusó a Ayuso de ""un caso de corrupción que traerá imputaciones"" Es una indocumentada! https://t.co/mowARGGyhs",0
monica cavada por fin el presidente diciéndole la verdad a los comunistas son antidemócratas,0
no más maripan 🤬 más encima el mismo saquero que nos robó en uruguay🤬 acá si le hizo caso al var el ctm arriba chile 🇨🇱,0
larazon.es Los animales de compañía también son víctimas de violencia de género y cuando la mujer va a una casa...,0
os felicito la navidad con lo que me dijo un africanito que vino en patera lo que más me gusta de españa es ir al colegio,0
que ctm hiciste meneses,0
bolivia qliao haciendo nada 😡,0
chile entiende aweonao con 177 000 pesos no se puede vivir sin cerebro,0
🔴#ahoraguayacanfm tres mujeres y un hombre fueron detenidos por carabineros de la subcomisaría tierras blancas durante la mañana del miércoles tras protagonizar un altercado en la feria de abastos de,0
@MarceloHenao_ @SaninPazC -El que busca anal en páginas +18,0
viejo primero baja tres cambios que me bombardeas con mensajes dramáticos como si el sol fuera a dejar de salir los mapuches han sido pasados a llevar desde los imperios españoles pasando por las repúblicas reconocerlo no va abrir una grieta en la tierra,0
oficial y a la afición local que le peten,0
Pero callate un poco paraguayo de mierda hijo de puta negro villero. No te conoce ni tu mama gil,0
@Danieldhers @edyalviarez Coño chamo hace un año. De pana como ha pasado el tiempo. En un abrir y cerrar de ojos 🤓🧐,0
tengo una amiga que dice machete al machote también tiene un corazón con la palabra feminazi tatuada,0
"@CristianBilba12 Dices la inmigración ilegal...? ah no, hombres. Entiendo entonces que no eres un idiota de derechas, si no uno de izquierdas.",0
mujer trató de quemarse a lo bonzo frente al centro de justicia,0
tenemos a lagarder qué opinas de los resultados c s fascistas solo pp fascistas algo más patata en cabesa…,0
"La psicóloga:Rajoy Moro no existe

Rajoy Moro: https://t.co/x1DVnxSahL",0
Una bestia negra en tus pantalones: carta de no-odio a PS VITA,0
¿desmilitarización de la araucanía ¿fin a la expulsión de migrantes ¿libertad a lxs presxs de la revuelta las condiciones que ponen 34 constituyentes tienen absoluta legitimidad y lo mínimo es poner el debate sobre la mesa,0
maripan y pulgar son unos monos sapos y la reconchesumare,0
muere uno de las personas migrantes hospitalizadas en tras ser rescatadas de la patera en nochebuena con esta muerte se elevarían a 5 las fallecidas,0
@Margaritarosadf Muy venezolana tu propuesta ! muy bolivarianos ustedes.,0
poner en funcionamiento un pase de movilidad y exactamente 15 días después mandar a cuarentena a 7 millones de personas en es el mejor ejemplo de una administración sanitaria como las reverendas pelotas toda la rm,0
saúl un puto crack lo que pasa que con el cholo ta más amarrao no lo deja soltase delofeu na espero…,0
tamos no hay nadie 😬 milicos qliaos que andan amables 😒,0
"En otro orden de noticias, creo que soy el único subnormal del universo que tiene unas botas para días de lluvia a las que les entra agua.",0
así es la vida de kim jong un el dictador de corea del norte,0
"""Vamos que el PP les ha llevado en autobús desde Senegal, Mauritania Argelia, los ha dejado en Marruecos y ale a saltar o a la patera, RUINES Valerio pide """"colaboración"""" pero culpa al PP de la avalancha de inmigrantes: """"No hizo los deberes""""",0
publica la wea po ctm para ver si es tan mierda o no 🙄,0
Callate la boca burro maldito... Q vas a saber tu q contenían las proclamas d Bolivar.... Hijo de la gran puta maldito Burro,0
es que hasta el momento no ha habido medidas de encierro de verdad por eso no resulta pico si la gente se enferma o muere mientras siga comprando esta todo ok,0
"#EnVivo | ""Chávez fue muy popular en Venezuela y acabó con este país. Gobernar significa tomar decisiones impopulares"".

El presidente Iván Duque (@IvanDuque) habla con @paulitagarciag y @GiovanniCelisS en #RedMásNoticias.

Canal 107 de Claro o vía https://t.co/b2arTxwWe5 https://t.co/gIs7v9Uayp",0
cada día queda mas claro que ustedes son los que aumentan la famosa guerra de consolas son unos hipócritas sin vergüenza prensa basura 🤦🏻‍♂️ son ustedes los que cultivan esos especímenes fanboy de una determinada marca 👍🏻,0
cállate aweonao culiao,0
11 27 en cerrillos 10 2 b2 avenida del ferrocarril y américa indígena,0
En Francia señalan a Sánchez por la crisis con Argelia: «Marruecos tiene información sobre su mujer» https://t.co/dnnGt8ghBB,0
lo de q la soc evoluciono es cierto y ede dit de q te cases lo anted posible tenia q ver con q las mujeres no teniamos derecjo a casi nada y solo podias tener seguridad casandote lo q agregaste despues es un prejuicio tu no sabes q paso despues asi q ahi te pasaste 3 pueblos,0
lo siento tanto que está pasando con mi país se lo entregaron a los delincuentes y terroristas las policías deben ser fortalecidas,0
puta la wea estos partidos culiaos pueden costar la clasificación,0
amnistía para quien para q los fascistas del régimen fuesen intocables,0
me parece muy patético e hipócrita decir que el día de la mujer es los otros 365 días del año y vayáis a celebrar el día del orgullo gay,0
"[#ciudadycambiclimático] Jardines en los tejados, árboles africanos y calles pintadas de blanco: cómo adaptar la ciudad al calor extremo https://t.co/zvdjPoy71U https://t.co/cFnAvhrMgP",0
"La #ComisiónEuropea presentó hoy una propuesta para que los #refugiados ucranianos acogidos en la #UE puedan seguir conduciendo vehículos con sus carnés nacionales, sin la necesidad de establecer ninguna convalidación ni de realizar un nuevo examen ajustado a las normas europeas. https://t.co/P2eBCPieEH",0
"Sucede igual con el empoderamiento individual.

Mientras otras personas sigan siendo oprimidas y discriminadas (por género, orientación sexual, grupo étnico, color de piel, condición de migrante o clase social), de nada le sirve al mundo que te empoderés solamente vos. https://t.co/JNADGG13GV",0
soy inmigrante y te prometo que estoy de acuerdo con gaona de hecho si fuese musulmana y africana y quisiera vivir mejor me iría a un pais rico como los cualquiera de los más de 120 islámicos,0
"Señor macron es usted el primero en no dejar ser libres a las mujeres. Reprimes a las mujeres musulmanas, no las dejas ser libres y usar lo que les de la santa gana. Así que por favor aplícate tu consejo primero y luego pide al resto que lo haga. https://t.co/e5VTFWInNP",0
tráfico pesado en salvador nava carriles centrales en dirección a glorieta por choque vehicular va pa largo busque vías alternas,0
qué onda la sororidad del programa al referirse mal de otra mujer como con razón nadie las ve si son unas viejas amargadas 🤢🤢,0
recuerdo a la gentuza que asumía que marth de fe era homosexual solo por ser un bishonen xd,0
has vuelto a cambiarlo me tienes loca ya lo se se que es dificil y mas siendo tu que eres mas indecisa que yo que se🌚💙,0
Una vez en Berlín me senté a comer un kebab en la calle y me tiraron una moneda pensando que era una refugiada de Europa del este.,0
sport es insultos en la rosaleda reyes maricón,0
a las mujeres les gusta los hombres altos 🤔,0
ol para esconderle a los chilenos su ignorancia verdad marta su sector es experto en esto por qué no la asesoraron,0
tengo que analizar una mierda de canto gregoriano y me estoy volviendo loca,0
"Dieciséis migrantes mueren al caer al vacío en Nicaragua el autobús en el que viajaban

 https://t.co/hHnQyipb4k",0
es cierto que c s es el pp catalán pero al menos en corrupción no son comparables respecto a jxc creo que han recogido votos de independentistas que no son precisamente de derechas no se puede equiparar a ciu,0
que nadie se olvide de hacer alusión a los penes y al sexo como cura total del feminismo 100 garantizado en machismo,0
sabes que un móvil más o menos bueno se puede conseguir sin tener mucha pasta no en cuanto al dinero la mayoría llevan ahorrando o los familiares les dan lo que pueden hasta poder pagar a quienes los llevan en patera tú claramente te quedas solo con la imágen que quieres,0
pvta la wea vi un tuit bien lindo sobre estrellas cayendo y la wea se me actualizo sola y lo perdí la ctm gt vv,0
jadue es más peligroso tiene preparación y bastante más conocimientos y estudios que el ignorante de lima además tiene relato y retórica marxista lo que tampoco tiene castillo,0
marujas de la universidad tenía que decir llamarme marimacho con el argumento de es que a veces,0
y estoy en desacuerdo con la censura dictatorial y fascista de twitter,0
thembo#1 indocumentado volvimos a los tiempos del asilopolítico # flowcito rebelde sin causa,0
eso está muy bien pedro lo que que le falta a castillo es posicionarse de una vez cómo presidente de todos los peruanos y entregar un mensaje de liderazgo y reconciliación más que ir por etapas ya es el presidente del perú ahora qué íntimamente se lo crea bien por perú,0
la cago es increíble el nivel de yeta de este wn,0
me corte la yema de un dedo con un papel y sangre como si me hubieran apuñalado aspirina de la ctm,0
veradad lo mismo dijeron los suecos y venezolanos en 1973 cuando el régimen de augusto pinochet anuló los pasaportes chilenos los suecos daban sus pasaportes y venezuela el visado diplomático para salvar sus vidas,0
la gente que escribe como los indios me mata 😑,0
este lerdo tienes menos luces que una patera y es más gandul que el ángel de la guarda de la familiar k3n3dy,0
chile 🇨🇱es el único país que le paga a los delincuentes por destruir las empresas y los bienes públicos además de todo el daño a nuestra democracia,0
bien don baltimore garrón solo justicia para los chilenos y que los criminales paguen con cárcel,0
has puesto fascista y comunista pero esqe yo soy taxidermista,0
"@14lLaita91 Una tía con el esposo y las 3 hijas se fueron en 2003 (época del presidente eterno que salvó a Colombia) a USA, duraron 7 años de indocumentados, trabajando por debajo de cuerda y por menos de lo que se merecian, con el temor permanente que los deportaran, eso no es un paseo",0
la derecha con el poto a dos manos otra vez 🤣🤣🤣,0
ctm q risa ese capituloooo,0
"@unalcoyano @Per_Energia @CcagigalNeira Ea...ya veo al paparroma pidiendo perdón por los abusos de los eppañoles para con los subsaharianos. Esquilmando, como siempre.",0
te crees en serio que jl ha sufrido catalanofobia,0
"Aún por encima de hembrismo, heterofobia y racismo inverso sufren también discriminación por ser madrileños, pobres :(",0
Inés felicitaciones por ganar las elecciones pero el bloque independentista tiene la mayoría de votos. Besis!,0
¿cómo los astrónomos estudian a los agujeros negros a través de simulaciones desarrolladas por ordenador esta visualización por ejemplo muestra el brillo de los rayos x del disco de acreción interior de un agujero negro nasa goddard jeremy schnittman scott noble,0
el cuñado de arrimadas le juega una mala pasada a rivera «ya hace tiempo» que ciudadanos es facha,0
el subnormal del año,0
hey ¿qué clase de fiesta es ésta ¡no hay alcohol y sólo se ve una furcia,0
son ladrones sinverguenzas cara duras y además chistosos “revisaremos en nuestros sistemas”… si son sus sistemas y ejecutivos tránsfugos los que cobran servicios que no brindan ni se les solicitan impresentable,0
mujer de 97 años llegó rezagada a vacunarse en puente alto ahora estoy más tranquila,0
los bolivianos estan mas cerrados que los ventiladores que donó sutil,0
sobre fascismo y feminismo la renovación de la ultraderecha europea es alabao,0
"¿Y AHORA QUE, Rr. FEIJOO?

Las autoridades argelinas hablan de ""malentendido"" y anulan la orden de suspender el turismo con España https://t.co/oBS1T3V9WY vía @20m",0
todo el arco político expresa sus condolencias por la muerte de carme chacón,0
"Vendo dos entradas puro latino zona oro, entradas fisicas a 110€ 📥📥📥",0
un integrante de ram disfrazado de aleman le pide al gobiernos precisiones sobre la organizacion terrorista que integra,0
schalper lo dice un pobre weon que no representa a nadie 😆,0
uno ha escrito que tanto el machismo como el feminismo son igual de malos no se si reírme por su ignorancia o llorar porque hay más como él,0
hueon la serena ha estado nublado pero asi pal pico desde que llegue que frio ctm,0
hombre no se a ti pero a mi los comentarios homófobos me dan asco,0
@tchouamenizao África mis huevos,0
⚡️ “trump llama decisión de juez ridícula ” subnormal,0
en las entrevistas a los weetas que están haciendo fila en el costanera center todos salen con el argumento de “vengo por algo puntual” ese algo puntual puede ser recorrer todas las tiendas buscando esa “prenda exacta”… babosos,0
"Qué bueno que aprendiste que no se puede confíar en los indicadores oficiales de ninguna dictadura. Por ejemplo, la salud, bienestar, desarrollo y economía de países como: Cuba, Nicaragua, Venezuela. Etc. https://t.co/0MVUAKwn6V",0
dije lesbianas por autorreferente es de mujeres sáficas nomás,0
por lo mismo yo no tengo tarjetas del retail las elimine todas son unos sinvergüenzas son los verdaderos delincuentes de cuello y corbata,0
en realidad los gobiernos chilenos no apoyan la ciencia de hecho bajan las horas en los colegios xd,0
esos eran fachos pobres no más las grandes empresas no se pueden ir jajajajaja,0
Un turista irlandés es violado el último día de sus vacaciones en Valencia https://t.co/0QhcRKbxt7 SALVA A ESPAÑA. MATA UN MORO.,0
el diagnóstico de jadue es correcto después de la pandemia muchos chilenos tendrán un problema mas grande de sobrepeso y obesidad por eso sus medidas apuntan a que la inflación suba se nota que no saben de economía,0
19 30 hrs ya se sabía el ganador de la rm y otras regiones los peruanos llevan más de una semana sin saber aún que leviatán los gobernará eso es progreso y desarrollo q solo se consigue en países con estándares estables y confiables como aún lo es chile,0
la campaña de karina oliva se basa en gente joven ideas nuevas qué ideas nuevas❓si el comunismo y la extrema izquierda no funcionan en ninguna parte porque son ideas de miseria e ignorantes en el caso de ella,0
