text,label
"Es una vergüenza lo que está sucediendo. Personas, casi que refugiadas, tienen que explicar el por qué reciben ayuda. Mi abrazo solidario @WilsonMerinoR https://t.co/YJnAGC17C7",0
@Teresa_Peyres @MariaCAlvarezS Media Latinoamérica ahora es de izquierda por qué Uruguay y costa rica no estan llorando? Por qué Honduras y el salvador con gobiernos de derecha presentan migración comparable a la venezolana?,0
"@CarlosVerareal Pero @LassoGuillermo se caga del miedo refugiado en las faldas de los militares, policías y sacando las ofensas en la prensa. Así son los cobardes sin pantalones para darle la cara a su ineptitud y mediocridad.",0
"Ecuador es un país de destino y tránsito para personas que necesitan protección internacional. En las últimas dos décadas, Ecuador ha acogido a una de las mayores poblaciones de refugiados reconocidos en América Latina, la mayoría de ellos de la vecina Colombia. @ACNURamericas",0
Sobre las personas refugiadas venezolanas en Colombia https://t.co/14wjO4tvi4,0
"@AldeaFundacion @DDHH_Alianza @SurkunaEc @VivianIdrovo @confeniae1 @CIDH Podría ser que vayan a Venezuela, Nicaragua por allá creo también les quieren.",0
"@SagSenasaHn @saghonduras Señores SENASA me indica por favor que tipo de inmunización y que inmunógeno utilizan para prevenir Encefalitis Equina Venezolana. Igualmente la misma información para las enfermedades exóticas en bovinos mencionadas en su Tweet. 
Gracias por la respuesta.",0
"@Wimbledon dará entradas gratuitas a los refugiados ucranianos y donará USD 307.100 a los afectados por la invasión rusa del país.

https://t.co/hcAaPfcZZ5",0
"@EmmaRincon Soy venezolana y hablé con cada colombiano y explique con detalle lo que pasaria en su país si ganaba el socialismo, pero los pobres tienen tando deseo de ser escuchados que le dieron el poder al menos indicado.",0
@SinCensuraCol Ojalá eso pase para q los venezolanos regresen a su país a luchar por el y dejen de estar opinando sobre Colombia país que les tendió la mano y son unos desagradecidos,1
"@Winchester1121 @SandraC22228290 @VickyDavilaH @Eganbernal Jóvenes como parias vendiendo frunas  y diciendo  las mismas sandeces que se escuchan  de los jóvenes venezolanos  en los buses,  lastimosamente  será así, es tiempo y cuando uno ya pasa de cierta  edad tiene una cualidad se llama paciencia...pareciera q uds no supiesen que clase",1
@GeneralDHodl @enfermera1990 Eso a usted lo le interesa si compramos o no dólar si usted es veneco busque su pais,1
"Marica ¿por qué los Venezolanos creen que pueden opinar de la situación política de otro país? Nosotros no queremos nada regalado cómo ustedes, partida de hijueputas.",1
"No sabía que ya se había posesionado @petrogustavo pero debe ser que ya paso porque ya da órdenes a fiscalía, procuraduría, alcaldes y hasta a @IvanDuque , ya se restablecieron relaciones con el régimen Venezolano, mejor dicho ya empezó este régimen!!",0
"Esta noche, única función de MUJ-ERES de Colectiva de Mujeres Refugiadas, Exiliadas y Migradas, proceso de varios años de investigación dentro de la línea de trabajo Memoria y Paz, en el Gimanasio Moderno con entrada libre. Más info en: https://t.co/aivCB30OJf https://t.co/XRHzarqgDj",0
"@J_Upegui @QuinteroCalle @diamaov @independienteco @estebanrestre @Juanparal @jucja18 El pueblo no chamo, todos sabemos que son los contratistas de la alcaldía 😂😂🤡🤡🤡",0
@eluniversocom Y a Ecuador qué diablos le importa lo que opinen los comunistas de Venezuela!¡,1
"#ConectandoCaminosPorLosDerechos Circula una cadena dirigida a los refugiados en la que se les promete un bono de casi 2 millones de pesos si ingresan a un enlace

Cadena #FALSA
@USAID_Colombia @Internews_AMER @PactColombia @ABARuleofLaw @FreedomHouseLAC
https://t.co/1MuSxS12Xt",0
@Polificcion @LassoGuillermo @juancaholguin @panchojimenezs @CarrilloRosero no se por que no denuncias a tus protegidos Venezolanos delincuentes disfrasados de refugiados indocumentados que cobran 50 dólares  infiltrados en el paro se hacen pasar por indígenas,1
@lololennon11 @martbravoB @mjtorresh Entonces dime que tiene que hacer un venezolano en una manifestación de ecuatorianos vayan a su país a sacar a esa lacra de presidente que tienen,1
"@ravila67 Detrás de cada camioneta hay motorizados que no tienen pinta de  campesinos, más bien tienen pinta de chamos https://t.co/Rl8hUdRVIF",1
"@AndreaPavon4 Los indígenas se están ganando todo el odio de la gente, y más por estar de alfombras de ratas venezolanas https://t.co/2CgmGp46Vk",1
@DianaMunozC Que piensa uno donde alguien vota por un señor que trata de Hp a su empleada por no hacer algo ilícito y después amenaza con echarla? O que equiparara la virgen con las prostitutas o que dice que al venezolano como no se le puede dar bala pues toca recibirlo... O sea de verdad?,1
"#Opinión

¿Qué va a pasar con la agenda pendiente que deja @IvanDuque con los refugiados venezolanos?

¿Qué va a hacer @petrogustavo con este tema?

@ligiabolivar, experta de la #RedDeVenezuela, explica la importancia de ponerle atención a esta agenda.

Va hilo 🧵 https://t.co/OgdqrzYMNy",0
"No me sorprende la gente especulando sobre el video de la chama, que si quería fama, que si no, que si su carrera comenzó, que el only... Ya perdí todo tipo de fe hacia la gente del pueblo. Lo bueno es que cuando digo que soy de san carlos nadie sabe donde queda esa mierda.",0
"Ironías de la vida, Venezolanos marchando para sacar al presidente de Ecuador y no al de su país ! 
¿Qué pasó aquí ?😑",1
"@Cholo_Huaman Es q puedo entender, pero no justificar. 
Yo no pienso en mi acento, lo llevo con orgullo xq no quiero dejar de ser quien soy. Por el contrario creo que el trabajo es ser uno mismo y empatizar con otros. No me avergüenzo de ser venezolana, xq lo que ocurre no es nuestra culpa.",0
@lxmxvxo Si mi chama,0
"@PichiBlu_e Eso es lo q indigna, la manera como obligadamente los traen, q les cortan el agua o tienen q pagar multas.. y así como el, cuántos casos más habrá q pasen hambre, exponiéndose y todo",0
"Repudiamos los actos vandalicos y responsabilizamos a Bélgica y su refugiado por no respetar y cumplir las leyes internacionales que lo asisten, las negociaciones de paz velarán por el bien de ecuatorianos y su reparación económica inmediata https://t.co/yC11oIyJhc",0
"@CarolinaMora79 Señora, que se vayan, eso es bueno porque se viene toda la inversión cubana, nicaragüense venezolana y rusa. (Nunca, nadie.)",0
@Margaritarosadf @Marbelle30 @petrogustavo Naguara chamo.....ufff este triunfo de Petro ya me está cambiando. conchale vale.,0
"No se que está pasando pero últimamente siento como un acento extraño chamo. 
Nawebona.",0
"@EIGNAHINCAPIE @Jeison_HeroeCNN @petrogustavo Cuando vayas a votar imagínate la vida que llevan nuestras hermanas Venezolanas acá en Colombia, la gran mayoría trabaja en los burdeles así que 👁️👁️👁️ https://t.co/G6QEjJJbea",1
"@panadero2196 Y claro que a la patronal le interesa que esta gente entre con una mano delante y otra detrás, sin papeles, hacinados en infraviviendas como las que les construyen al lado de los invernaderos, con miedo, hambre... Ese es el sentido de la Europa Fortaleza.",0
@VerdugaAbraham Venezuela?,0
Este año el #DíaMundialDeLasPersonasRefugiadas nos toca aún más de cerca si cabe 💙💛 Con tu @XSolidaria ayudas a las personas refugiadas que se ven obligadas a abandonar su hogar. Puedes conocer nuestros proyectos específicos aquí: https://t.co/YNOM5LfGbL #MarcarLaXesLoNormal https://t.co/gM6P9cmg91,0
@carloscaique77 @2ulisesz @AsoDeporCali Porque eres tan malagradecido con el chamo.. 🫤,0
Una venezolana viendo cómo los Colombianos deciden que su país sea destruido! https://t.co/yvQAswUDTF,0
Las selecciones de Colombia y Venezuela buscarán mañana la medalla de oro en el fútbol femenino de los Juegos Bolivarianos que se disputan en Valledupar. Colombia con el empate será campeón. 8 goles a favor 1 en contra. 6 puntos. @CapsulasFutbol @momdeportes @FormasIntimas,0
"@julipalacioc Uss ni Mengele se atrevió a tanto tan bonita pero tan facha , usted es como una buena cagada pero sin papel blanco pa limpiarse el ojete.",0
"▶ Situación emocional de una persona refugiada 
Esta es tu casa 
https://t.co/eQF5ZiENdP",0
"Chamas cuanto cabro ayer en la marcha. Que asquito, eso no es de Dios manas. 
#PrideMonth",0
"#Migración | Las actividades de conmemoración del Día Mundial del Refugiado en Bogotá se concentraron en Soacha, Kennedy y Ciudad Bolívar.👇https://t.co/g4m0NUdFHI",0
"📌En conmemoración al Día Internacional del Refugiado, llegamos con los botiquines móviles, atención médica gratuita a usuarios extranjeros en especial a los niños de la fundación Haciendo Panas dentro del programa de movilidad humana.

#farmasoltequierebien❤️ https://t.co/wizz2uiQ86",0
@SpreenDWC @TsaoSSJ @Ivancit89272232 @FlasheoYT Juegue chama juegue,0
@Polificcion @LassoGuillermo @juancaholguin @panchojimenezs @CarrilloRosero y también estan Venezolanos delincuentes disfrasados de refugiados indocumentados que usted apoya métidos en el paro y cobrando por actos terroristas deben anular la regularización de Venezolanos deportación inmediata,1
"@Cubillos716 Y esta no es la ""periodista"" que escribió  a venezolanas para que dejarán de parir? Y al final dice a Francia que ""no entendió"" es decir no ofrece disculpas por que se expresó mal, la culpa es del otro por ser tan bruto de no entender, que no se note la xenofobia y el racismo... https://t.co/PQHu90pAWO",0
@Margaritarosadf Muy venezolana tu propuesta ! muy bolivarianos ustedes.,0
https://t.co/DxiwHa93p3 Maestro somos 10 millones y tantos que dijimos NO. NO TAPE EL SOL CON UN DEDO LO QUE SE AVECINA.OJALÁ NO LE TOQUE BUSCAR TOLDA A PARTE Y ECHARSE LA MALETA AL HOMBRO COMO LOS VENECOS COBARDES ERRANTES Y NÓMADAS.A MI UN GUERRILLERO PIROMANO NO ME REPRESENTA,1
@BancadaPkEc @sofisanchezu @AsambleaEcuador @CONAIE_Ecuador @marlon_santi @Isabel_EJ @JessicaPk18 @ConsueloVegaMS @Ricardo_Vanegas @vicenteopi @elcomerciocom TRAIDORES HIJUEPUTAS !!!... Dan asco !!!...,0
¿A @FranciaMarquezM le parece raro que una mujer venezolana empobrecida se opere las tetas y quiera vivir sabroso? Vea pues. https://t.co/2tI9p05hDD,0
@OXKAR_U @Bogota2022 Tranquilo eso quisieron los VENECOS y su salario es 3 dólares mes...todos iguales en la miseria...eso pasó cuando eligieron a la Bestia... Espera eso de tu @petrogustavo @bvcColombia @NYSE https://t.co/Mnyf6QXjS4,0
"@Eganbernal Con toda campeón @Eganbernal cuento con sumerce, primera edición #PREMIOSTRIBUTOALLLANO @GobArauca @alcaldiaarauca #UnionDeVoluntades dónde dos países hermanos se unen en un #AbrazoLlanero por su cultura llanera Colombo-Venezolana WhatsApp 57 3187579688",0
"@Lalo853 @guillon2511 Vea Venezuela, eso no estaba en las promesas de Chávez o México eso no estaba en las promesas de amlo",0
@victorjajoy @Andreaguzpa Los Venecos  queriendo dar opiniones jajajajja,1
"@UldaricoChilito @petrogustavo Si, uno era un capacitado Ministro de Hacienda, el otro un dipsómano encargado de satisfacer deseos de Cuba, Nicaragua y Venezuela.",0
"Jornada positiva para #Colombia, #Venezuela y #Chile en los #JuegosBolivarianos https://t.co/1YTuQuiy6G",0
"La modelo se ha mostrado bastante enamorada del actor venezolano Gabriel Coronel.

https://t.co/xieeksH40j",0
"""Alemania, dónde quedó la economía de mercado, la libre empresa y la seguridad jurídica? Esos términos los he oído en Venezuela hasta el cansancio y supuestamente por no cumplir con esas normas tenemos más de 500 sanciones!"" 

Se abre NUEVO frente
https://t.co/ajo44Pry3i @YouTube",0
@FreddyGuevaraM @DanteFontana3 Hola soy colombiano t tengo muchas razones la primera las relaciones ejercito y petro seran algo tensAs el ejercito colombiano a quien ha combatido en loS ultimos 70 años pues a la guerrilla lo otro la oligarquía colombiana es distinta a la venezolana hace 30 años crearon las auc,0
"Mi vida en los medios fue fundamental, sobre todo mi pasó por el Grupo de Empresas 1-BC. Dónde aprendí mucho de lo excelente y difícil que implica ser venezolano. Me siento agradecido de todo eso; aprender que lo correcto coexiste con lo injusto.
En fin, feliz día del periodista.",0
"Lo que vengo diciendo quieten elmpoder nadie a elegidos @LeonidasIzaSal1  como presindete , nos quieren imponer y esos de ahí tiene facha de venecos no permitir que se rompa la democracias @LeonidasIzaSal1  terrorista @LassoGuillermo  @MinGobiernoEc  @PoliciaEcuador https://t.co/CJsU4i8KIm",1
@mauroandinoe La lucha social es pacífica pero lo que hemos vivido es total vandalismo de todos los indígenas de la mano con los venezolanos,1
"@PacoSevillaC @AnitaMGalarzaA Ahora son indígenas venezolanos, por favor más empatía 

☺️ https://t.co/DIb31gZd4c",1
"CHAMO es una palabra 100% venezolana, llevada a otras partes del mundo por venezolanos y a ella le ofende la palabra... 

Mard!ta sea laksjskakakkakajsjsakkakakakajsjsjsakkaakjshssjaka! 

#VenecosSiendoVenecos https://t.co/M6pA5pfFBm",0
@sybelmartinez @PrimeraPlanaECU @CarrilloRosero @LeonidasIzaSal1 Mentira...no estén Ecuador 🇪🇨... sacando de YouTube Venezuela,0
Hoy tuve una mañana muy fructífera y satisfactoria. Estuve como mentora en #ciberseguridad de un grupo de mujeres refugiadas emprendedoras. Gracias a @HIAS_ECUADOR @ACNUREcuador y @GirlsinTech_Ec por esta grandiosa oportunidad. https://t.co/zhbPaseykh,0
"@mjtorresh No, venecos robando y cobrando por vandalizar.",1
"Hoy es 20 de junio el Día Mundial del Refugiado, quiero agradecer al gobierno ecuatoriano y cancilleria por las promesas y por todo lo que nunca cumplieron.
Los refugiados no son seres humanos al fin. @LassoGuillermo @CancilleriaEc @juancaholguin @SEspindolaEc @DDHH_Ec https://t.co/UZ3gGRzclv",0
@LaPosta_Ecu AQUÍ SÓLO HAY UN SUJETO DE CLÓSET REFUGIADO EN UN ÁTICO QUE ES JEFE DE IZA,0
"Hoy es el #DíadelRefugiado.
Desde Médicos Sin Fronteras, somos testigos del padecer de cientos de miles de personas #desplazadas, #refugiadas, solicitantes de asilo y #migrantes de todo el mundo🌎⬇ https://t.co/FqvQGHrty0",0
@josedarochabar1 @laysgoulart999 @ThiagoScap Manja rola de qué chama !,0
Desde la gestión de conocimiento también aportamos al reconocimiento de los refugiados y migrantes. #ConLosRefugiados https://t.co/HiwnLaK8Oc,0
"Hay muchas razones por las cuales hoy #DiaDelRefugiado es importante.

 @JoseXavierSama1 nos cuenta 👇
https://t.co/cJtUugC9iZ",0
Que gonorrea un malparido tapicero veneco tiene amenazada a mi mamá,1
"Alejandra y Carmen son dos mujeres refugiadas que se unieron para compartir este poema con el mundo.

En él, expresan sus sentimientos y anhelos, sus esperanzas y miedos.

Muestra tu solidaridad con ellas y con las personas #ForzadasAHuir amplificando su mensaje. https://t.co/XVYlNBaBQF",0
"Estos venecos están dando seguridad a los  manifestantes, detrás de cada camioneta están motorizados con estos https://t.co/Tio983pO7u https://t.co/hjLx2foLe5",1
"Hoy conmemoramos el Día Mundial del Refugiado, designado por la ONU para honrar  y fortalecer a las personas refugiadas y desplazadas de todo el mundo, a quienes se han visto obligadas a abandonar su hogar escapando de conflictos o persecuciones.",0
"@CAMBIOSCASTILLO @petrogustavo Señor reactivar las relaciones traerá bienestar para los colombianos, en especial a los de la frontera y por ahi derecho generará lo mismo con los venezolanos. ¿ por qué  les cuesta tanto entender eso? No le cabe en la cabeza.",0
"Feliz tarde !!...  El talento de los jóvenes venezolanos recorre el mundo...  Les comparto desde Chile ""La Fete - SINODPC"".

https://t.co/4yrFDqFiUo",0
Los venecos nunca dejan de figurar en ninguna elección del mundo.. Hahaha https://t.co/XKoa3R4xjS,1
"El nuevo presidente de Colombia, Gustavo Petro, anunció su acercamiento con el gobierno de Nicolás Maduro, para hablar sobre fronteras y derechos humanos.
https://t.co/JFTuXluhJN",0
"@HenryNoboaA @LassoGuillermo @juancaholguin @PoliciaEcuador @FFAAECUADOR @USAenEspanol Bien dicho, me gustaría que el presidente Lasso acoja el pedido del pueblo ecuatoriano, en relación a los extranjeros indocumentados, que la causa de la criminalidad y protestas en este país",1
"@FranciaMarquezM @claudiapalacios Y esta no es la ""periodista"" que escribió  a venezolanas para que dejarán de parir? Y al final dice a Francia que ""no entendió"" es decir no ofrece disculpas por que se expresó mal, la culpa es del otro por ser tan bruto de no entender, que no se note la xenofobia y el racismo... https://t.co/ZeTj8QGfzQ",0
"Así como Maria Isabel, hay muchas mujeres refugiadas que buscan ser independientes a través de sus emprendimientos #UnidosPaLante #DíaMundialDeLosRefugiados

@AcnurColombia 
@SomosPanasCol 

📍 Si requieres orientación, haz clic aquí: https://t.co/rVdumjmknX https://t.co/p28CgpMUI9",0
"@LuigiChetes Qué tú haces que no me has mandado esos videos, chamo?
Pensé que éramos amigos
Jajajajaja",0
"@Toma_Unica @KMasllorens Sidor es venezolana. 
Estás dando un dato suelto sin contexto. 
Confundes y así no se llega a ningún lado .  
Obviamente las empresas venezolanas van a estar en la ruina por las sanciones. 
No defiendo a maduro que es un corrupto. Pero el ya no estaría si no hubiera sanciones .",0
En #Venezuela también le pidieron a quienes no compartían el amor por Chávez que se fueran del país; hoy alrededor de siete millones de venezolanos hacen parte de la diáspora que se rebusca un pedazo de pan por el mundo. @Marbelle30,0
"@Jefferson_Diaz No es así? Cuánto dinero de los chamos queda acá si ganan un dólar 80ctvs lo mandan... Venezuela está dolarizada? claro que si o cómo sobreviven en la gran república bolivariana, otra cosa es no querer darse cuenta",0
"@Jessy49867853 O mejor como ya le dijeron, Veneco HDP....😂😂😂",1
@relicheandres @SerdnaSare @juancaholguin Pero si el muy huevon quiere legalizar a todas las ratas Venezolanas que se encuentran delinquiendo.,1
La narcotirania chavista tiene material para hacer pasaportes a terroristas iraníes pero los venezolanos deben esperar más de 6 meses https://t.co/fmUrZN93Ud,1
"En el mundo hay más refugiados y desplazados que nunca. La mitad son niñas y niños que han dejado todo atrás. Durante más de 70 años, World Vision ha estado allí para las niñas y niños cuyas vidas cambian #EnUnInstante.
#DiaDelRefugiado https://t.co/MHc2eFCSoP",0
@petrogustavo Deberían pedir visa a los venezolanos para regular el ingreso como hace muchos años ellos no la requerían también cuando los colombianos migraron a Venezuela,0
@petrogustavo ¿Y el éxodo de Venezuela también es por el cambio climático o por el cambio de gobierno ?,0
Más de 17.800 ucranianos ya han tramitado en Andalucía la protección temporal a refugiados https://t.co/RYiSAmnUNo,0
"@CCVRT @Cecilia51994130 @LassoGuillermo @CNNEE En Ecuador, que es el único país en el mundo que botan la producción lechera y agrícola que serviría para alimentar a miles de familias venezolanas que viven en la indigencia.",0
Ser inmigrante indocumentado es sinónimo de muerte en estos tiempos. https://t.co/XAOygd0Jii,0
Los venecos así: 😯 viendo como nosotros si pudimos sacar el gobierno que lleva años amañado y ellos no han podido con Maduro xd,0
"Derechos de los refugiados = Derechos humanos

El respeto a las personas que se vieron #ForzadasAHuir no es opcional ni se puede negociar. https://t.co/YYbUYZz4Fy",0
"Las mujeres y niñas refugiadas deben ser protegidas contra la manipulación, el abuso y la explotación de carácter sexual y físico, así como contra la discriminación sexual en el suministro de bienes y servicios.​

#DíadelasPersonasRefugiadas | @ACNURamericas https://t.co/QrHdgRVSW6",0
"Que Colombia no es como Venezuela, ni como Nicaragua, ni como Perú, ni como Chile...Pues sí, estamos de acuerdo, Colombia podría llegar a ser Peor, con el sociocomunismo más radical de Latinoamérica.
Cuidado con ese "" acuerdo nacional"", podría ser la mayor trampa de la historia.",0
@luisig_vazquez Como el nuevo presidente de Colombia va a acogerlos hay que guardarlos para que los deporten a estos VENECOS y CUBANOS malandros pagados por el narcoterrorismo marcado en el país desde la década robada.,1
"@Gustavoboscan37 @giraltpablo Pablito era hincha del DIM, veneco bruto y errante. 😁",1
@AnderssonBoscan Veneco hpta,1
@DiegoAlvaradoFe Largo de aquí veneco hp,1
@janethinostroza Me disculpan pero no puedo creer en cualquier religión cuando pasan cosas así y silencian ahora lo q pasa en Venezuela y demás países de la disque Patria Grande https://t.co/uJMGli9MJH,0
@AnderssonBoscan Calla veneco tonto inútil asalariado de @LassoGuillermo,1
@mjtorresh Expúlsenlos a todos aquellos que sin papeles y sin trabajo deambulas por las calles.,1
@EdwarLibertad Venezuela ... Por tu culpa está así VENECO asqueroso,1
"@felipeleon88 Se te olvidó mencionar que ya se unieron o siempre estuvieron presentes los cabecillas barriales de las famosas CDR ""Comités de Defensa de la Revolución"" que formaron durante la década Correista al más puro estilo Cubano Venezolano y ojo con entrenamiento incluído, no es invento",0
"""Quien sea, donde sea y cuando sea. Toda persona tiene derecho a buscar protección"", hoy se conmemora el #DíaDelRefugiado, una fecha designada por la @ONU_es para honrar y visibilizar la situación de personas refugiadas y desplazadas en todo el mundo.🌎 https://t.co/f5EkQd6kUU",0
"Solo 2 cosas @petrogustavo .
1) @VLADIMIR_CERRON es una persona nefasta para la política  peruana , con denuncias por corrupción. 
2) Si colombia lo eligio como presidente cumpla con su pueblo y no copie modelos socialistas como su vecino Venezuela. https://t.co/4iIv7SOdIZ",0
@AnderssonBoscan No debes opinar nada tu no eres ecuatoriano eres un chamo mas en Ecuador Boscan,1
"@SalvadorQuishpe @LassoGuillermo Si Ecuador para ti son los 20000 indigenas más algunos venecos, las guerrillas urbanas, las femilocas entonces estás mal ....No más subsidios, Iza no manda sinó el pueblo y el pueblo eligió su presidente.... #IzaTerroristaCorreaFinancista",1
"@dani_unicorn1 @Pabloquinterove Imaginate no tener derecho a la identidad en tu país, imaginate no tenerlo en otro país distinto al tuyo.
Eso es lo que ha hecho el chavismo, negarnos el derecho a la identidad, estes donde estes, es una maldición ser venezolano, eres una paria.",0
@VLADIMIR_CERRON No seremos Venezuela o Cuba.... No a la constituyente,0
"@AndreaSegura12 @LiliMuVe Aca en peru un monton de venecis  viven sabroso pidiendo dinero con un cochecito de bebe con crios de 1 a 2 años en un mismo cochecito bien apretaditos, se la saben hacer los  Venecos,mientras el peruano se saca,la ñoña y no esta pidiendo nada a nadiecomo si lo hacen estos vagos",1
"Se acuerdan cuando @claudiapalacios escribió esa asquerosa columna contra las venezolanas? Bien, por fin alguien  la dejó en su sitio. Te adoro, @FranciaMarquezM",0
"@AlexisR19919425 @EmmaRincon En serio lo de diplomático x comprar comida para un país ?

un malandro de Quinta que saqueo las arcas venezolanas para su grupito,si sabe como vivía antes de la era madurista y lo q tiene ahora? 
Comida de $ 10,00 dólares y cobrada x 100? Así cualquiera no!
Asco",0
"El último tweet de la noche. 
Cabe recordar que la primera punzada a la muy probable estrella de Nacional, se la dio Rafael Dudamel, en ese horripilante 3-3 en Palmaseca. Si ese día perdía, se iba el Arriero, Piscis, Pacho... pero bueno el chamo les ayudo.",0
"@andreejmnz Chama yo sí, obligada por mi dra al principio y fue lo mejor de lo mejor. La volvería a usar mil veces.",0
"Las personas refugiadas también tienen sueños y esperanzas.

En este video, Tatiana nos habla de todo lo que le gustaría hacer.

Junto a su padre y hermana, se vio obligada a huir de Colombia después de sufrir amenazas. Pero eso no frena sus ganas de vivir.

#SoyHumano #SoyHumana https://t.co/zTK0uiCV26",0
"Cuando me hice los nipples y el primer nostril yo toda cagada le pregunté al chamo si alguien se había desmayado antes y el ""Uuuy un montón de gente"" y bueno ya estaba predispuesta a caer templinche https://t.co/biOMraB2b7",0
"@castro_luis @JulioTupac No, mi mamá es bien decente. Y talvez comparados con Venezuela si somos un paraíso, si no estarían en su país. y aunque son muchos los buenos mi punto es que por las trochas pasan todos los delincuentes sin papeles si nombre a robar, a matar a hacer daños.",1
"Pese estar en el mes mundial del refugiado, migrante y personas en situación de no retorno tenemos@que conmemorar con estas atroces imágenes . @ACNURspain @eACNUR https://t.co/w0ZQKrCNEw",0
@Ordu_0510 yA sOmOs kOmo VeneSueLa,0
"Tremendo discurso. Sin papel, mamá de Dilan🥺, antanas🥺 y su gente que le gritaba si se pudo, no más guerra. Dios le dé sabiduría para afrontar todos los problemas sociales, políticos, económicos en fin….",0
@petrogustavo Yo creo que al final descubriremos que este man es venezolano,1
@gleijournalist @vivianavizufe @dchxng Te recomiendo comprender la lectura de mi tweet pues siempre he apoyado a los venezolanos. Caramba. Tampoco se ayudan,0
Oro para Perú en la esgrima de los #JuegosBolivarianos2022. El peruano Lucas Lutar venció 15-14 al venezolano Antonio Leal en la competencia de florete.  Así fue el final del enfrentamiento. 🤺 https://t.co/tmqsPsVCLd,0
"Empezó el cambio, ya todos los bandidos a las calles. Petro sin posesionarse ya está violando la división de poderes. Me río de la clase política que se fue con él, en menos de un año les da una patada y nos pone a sostener la dictadura venezolana.",0
